,Headline,Source,Sentiment,Positive_score,Neutral_score,Negative_score,Key_words
146,Three differences between Turkey's 2014 and 2018 presidential elections,Hurriyet Daily News,NEUTRAL,0.0027595837600529194,0.9925122261047363,0.004408078268170357,"['Three differences', 'Turkey', '2014 and 2018']"
147,Turkish minister calls Ankara-London ties 'special',Anadolu Agency,NEUTRAL,0.012542425654828548,0.9403828382492065,0.043981797993183136,"['Turkish minister', 'Ankara-London ties', ""'special""]"
148,"Yeni Safak: Turkish president slams interest lobby, credit agencies",Focus News,NEUTRAL,0.005552943330258131,0.9404833316802979,0.05124565213918686,"['Yeni Safak', 'Turkish president', 'interest lobby']"
149,"Russia's Putin, Germany's Merkel discuss Iran nuclear deal: Kremlin",The Hans India,NEUTRAL,0.003337279660627246,0.9736734628677368,0.021480007097125053,"['Russia', 'Putin', 'Germany', 'Merkel', 'Iran nuclear deal']"
150,"After Argentina, watch out for Turkey's banks ÛÒ FT",Ahval,NEUTRAL,0.012643687427043915,0.9790880680084229,0.007406786549836397,"['Argentina', 'Turkey', 'banks']"
151,Turkish lira eases against dollar after strong rebound,Nasdaq,NEUTRAL,0.07062989473342896,0.666965126991272,0.21705418825149536,"['Turkish lira', 'dollar']"
152,US will lose from ending Iran deal: Turkey's president,Brinkwire (press release),NEUTRAL,0.007425772491842508,0.774633526802063,0.2078464776277542,"['Iran deal', 'Turkey']"
153,"Putin, Erdogan Agree Trump Was 'Wrong' on Iran Nuclear Deal",teleSUR English,NEUTRAL,0.0053981696255505085,0.8225576281547546,0.1651751697063446,"['Putin', 'Erdogan Agree Trump', 'Wrong']"
154,"Source Reveals Details of Erdogan, Putin Phone Call Over Iran Nuclear Deal",Sputnik International,NEUTRAL,0.004164951853454113,0.9745404124259949,0.019930720329284668,"['Source Reveals Details', 'Erdogan, Putin Phone Call']"
155,"Putin, Erdogan discuss situation over Iranian deal",Information-Analytic Agency NEWS.am,NEUTRAL,0.0070137325674295425,0.9621729850769043,0.029169416055083275,"['Putin', 'Erdogan', 'situation']"
