,Headline,Source,Sentiment,Positive_score,Neutral_score,Negative_score,Key_words
163,"ErdoÄŸan, Putin discuss Iran deal, Syria escalation in phone call",AMN Al-Masdar News,NEUTRAL,0.006821399,0.906571627,0.082885094,"['ErdoÄŸan', 'Putin', 'Iran deal', 'Syria escalation']"
164,'Strong Tehran means strong Ankara': Turkey vows to maintain trade with Iran,RT,NEUTRAL,0.007878159,0.927648425,0.061667997,"['Strong Tehran', 'strong Ankara', 'Turkey', 'trade']"
165,"Turkey, Russia to Discuss US Withdrawal from Iran Nuclear Deal",Al-Bawaba,NEUTRAL,0.004973933,0.968313694,0.025197398,"['Turkey', 'Russia', 'US Withdrawal']"
166,Turkish lira weakens to 4.3 against dollar after Erdogan comments,Business Recorder (press release),NEUTRAL,0.013616607,0.880922198,0.098720133,"['Turkish lira', '4.3', 'dollar']"
167,Erdogan agrees with Putin that US withdrawal from Iran nuclear deal was 'a mistake' â€“ source,RT,NEUTRAL,0.002625493,0.892079234,0.101098448,"['Erdogan', 'Putin', 'US withdrawal', 'Iran nuclear deal', 'a mistake']"
168,"If The EU Actually Wants to Preserve the JCPOA Against US Wishes, European Leaders Must Learn From Turkey and ...",http://www.eurasiafuture.com/ (blog),NEUTRAL,0.024025677,0.917924702,0.048644401,"['The EU', 'the JCPOA', 'US Wishes', 'European Leaders Must Learn', 'Turkey']"
169,ErdoÄŸan's party to reveal election candidates on May 25,Yeni Å_afak English,NEUTRAL,0.008010723,0.985819936,0.005520066,"['ErdoÄŸan', 'party', 'election candidates']"
170,"Erdogan's UK visit to boost ties, says British envoy",www.worldbulletin.net,NEUTRAL,0.006713191,0.988243461,0.004306846,"['Erdogan', 'UK visit', 'ties']"
171,Turkish parliament authorizes cabinet to issue decrees,Yeni Å_afak English,NEUTRAL,0.003249003,0.986456275,0.00950873,"['Turkish parliament', 'cabinet']"
172,"Putin, Erdogan Agree Trump Was 'Wrong' on Iran Nuclear Deal",teleSUR English,NEUTRAL,0.00539817,0.822557628,0.16517517,"['Putin', 'Erdogan Agree Trump', 'Wrong']"
173,"ErdoÄŸan's UK visit to boost ties, says British envoy",Yeni Å_afak English,NEUTRAL,0.011767257,0.981285334,0.005898179,"['ErdoÄŸan', 'UK visit', 'ties']"
174,Who is really driving the slump of the Turkish lira?,Al-Monitor,NEUTRAL,0.014203848,0.971123099,0.013403676,"['the slump', 'the Turkish lira']"
175,Press agenda on May 11,www.worldbulletin.net,NEUTRAL,0.008759345,0.976866186,0.013576924,['agenda']
176,"Putin, Erdogan agree to coordinate steps on Iranian nuclear deal â€” Kremlin",Trend News Agency,NEUTRAL,0.00574166,0.982715607,0.010400175,"['Putin', 'Erdogan', 'steps', 'Iranian nuclear deal']"
177,"Turkish, Russian Prez discuss JCPOA over phone",ANI News,NEUTRAL,0.007730332,0.951845109,0.038770266,"['Turkish, Russian Prez', 'JCPOA']"
178,Erdogan's party to reveal election candidates on May 25,www.worldbulletin.net,NEUTRAL,0.004061946,0.991832852,0.00365198,"['Erdogan', 'party', 'election candidates']"
179,"Social media platforms are ablaze as Turks say ""enough"" to President Erdogan",IFEX,NEUTRAL,0.005545967,0.966745138,0.02468138,"['Social media platforms', 'Turks']"
180,"Source Reveals Details of Erdogan, Putin Phone Call Over Iran Nuclear Deal",Sputnik International,NEUTRAL,0.004164952,0.974540412,0.01993072,"['Source Reveals Details', 'Erdogan, Putin Phone Call']"
181,Turks tweet #enough to Erdogan,European Interest,NEUTRAL,0.007942406,0.975497127,0.015631152,['Turks']
182,ErdoÄŸan's Istanbul Manifesto,Daily Sabah,NEUTRAL,0.024482643,0.96962297,0.005092734,['ErdoÄŸan']
183,Some facts about Turkish democracy,Daily Sabah,NEUTRAL,0.013025636,0.919440985,0.064239085,['Some facts']
184,Will the enemy of the Kurds be their 'hope?',Daily Sabah,NEUTRAL,0.041068267,0.896840632,0.056841161,"['the enemy', 'the Kurds', ""'hope""]"
185,Basic approaches to Turkey's economy in the new era,Daily Sabah,NEUTRAL,0.028719118,0.925320029,0.041975208,"['Basic', 'Turkey', 'economy']"
186,"Erdogan, Putin discuss US withdrawal from nuclear deal",Anadolu Agency,NEUTRAL,0.00459807,0.978470862,0.015823627,"['Erdogan', 'Putin', 'US withdrawal']"
187,Chinese censorship of Eurovision prompts LGBT community outcry,TODAYonline,NEUTRAL,0.018326262,0.784185052,0.191042259,"['Chinese censorship', 'Eurovision']"
188,Rights Workers Fear Tougher NGO Crackdown in Turkey,Voice of America,NEUTRAL,0.019156845,0.917506218,0.059541781,['Rights Workers Fear Tougher NGO Crackdown']
189,Six candidates approved to contest Turkey's presidential election,TRT World,NEUTRAL,0.002985818,0.989655256,0.006862582,"['Six candidates', 'Turkey']"
190,Putin and Erdogan discussed the US withdrawal from the â€œnuclear agreementâ€ù with Iran,The Koz Times,NEUTRAL,0.003774494,0.951079011,0.043153614,"['Putin and Erdogan', 'the US withdrawal', 'the â€œnuclear agreementâ€ù']"
191,Pro-government Turkish daily insults 'TAMA M' Twitter protestors,Stockholm Center for Freedom,NEUTRAL,0.004963972,0.990688562,0.003969119,"['Pro-government Turkish daily insults', ""'TAMA M""]"
192,US withdrawal from Iran nuke deal 'worrying',Brinkwire (press release),NEUTRAL,0.020047903,0.914711535,0.060793806,"['US withdrawal', 'Iran nuke deal', ""'worrying""]"
193,Social media platforms are ablaze as Turks say â€œenoughâ€ù to President Erdogan,Global Voices Online,NEUTRAL,0.006107546,0.971076429,0.020362532,"['Social media platforms', 'Turks']"
194,"Opposition presidential candidate Ä°nce vows 'peace, development and sharing' in Turkey's southeast",Hurriyet Daily News,NEUTRAL,0.005876926,0.991438746,0.002335365,"['Opposition presidential candidate Ä°nce', 'peace', 'development', 'sharing', 'Turkey']"
195,Rouhani: Any new sanctions against Iran by US will be against UNSC resolution,Information-Analytic Agency NEWS.am,NEUTRAL,0.022324214,0.894005775,0.074235864,"['Rouhani', 'Any new sanctions', 'Iran']"
196,"Main opposition candidate offers his solution for Turkey's ""Kurdish Problem""",Ahval,NEUTRAL,0.008298254,0.974014223,0.01508374,"['Main opposition candidate', 'his solution', 'Turkey', '""Kurdish Problem']"
197,"Erdogan, allies expected to win parliament majority in June snap elections: Poll",PRESSTV,NEUTRAL,0.002846959,0.989481091,0.006780922,"['Erdogan', 'allies', 'parliament majority', 'June snap elections']"
198,'Free Turkey Media' protest called during ErdoÄŸan visit to London,Ahval,NEUTRAL,0.005617393,0.973305643,0.019739857,"['Free Turkey Media', ""' protest"", 'ErdoÄŸan visit']"
199,"Erdogan may decide to release two Greek soldiers, says minister",www.ekathimerini.com,NEUTRAL,0.003097568,0.989431977,0.006947804,"['Erdogan', 'two Greek soldiers']"
200,Erdogan tells Rouhani that US decision on nuclear deal wrong,Pakistan Today,NEUTRAL,0.007069912,0.974081874,0.017335434,"['Erdogan', 'Rouhani', 'US decision', 'nuclear deal']"
201,Turkish economy officials to meet international investors in London,Hurriyet Daily News,NEUTRAL,0.002534279,0.995005906,0.002260468,"['Turkish economy officials', 'international investors']"
202,US withdrawal from nuclear deal 'not right': Erdogan,Anadolu Agency,NEUTRAL,0.005255396,0.957447231,0.03509162,"['US withdrawal', 'nuclear deal', ""'not right""]"
203,"Turkey's ErdoÄŸan to Visit London and Meet Queen, PM May This Weekend",Breitbart News,NEUTRAL,0.031910524,0.964584887,0.002680326,"['Turkey', 'ErdoÄŸan', 'London', 'Queen, PM May']"
204,"Erdogan, Rouhani mull US withdrawal from nuclear deal with Iran",Trend News Agency,NEUTRAL,0.005335421,0.983727336,0.009923764,"['Erdogan', 'Rouhani', 'US withdrawal', 'nuclear deal']"
205,'Intense Pressure' May Force Erdogan to Free Greek Soldiers,Greek Reporter,NEUTRAL,0.021024399,0.971259713,0.006829381,"['Intense Pressure', ""' May Force Erdogan""]"
206,Any New Sanctions Against Iran to Violate UNSC Resolution 2231 - Rouhani,Sputnik International,NEUTRAL,0.007966805,0.965441823,0.024374623,"['Any New Sanctions', 'Iran', 'Violate UNSC Resolution 2231']"
207,ErdoÄŸan discusses nuclear deal with Iran's Rouhani,Daily Sabah,NEUTRAL,0.004778454,0.982331932,0.012017758,"['ErdoÄŸan', 'nuclear deal', 'Iran']"
208,[Premium] Turkey Plans to Keep Iran Trade As Is,Natural Gas World,NEUTRAL,0.010188887,0.929528713,0.056570794,"['[Premium] Turkey Plans', 'Iran Trade']"
209,"ErdoÄŸan, opposition CHP candidate Ä°nce wish each other luck in election race",Daily Sabah,NEUTRAL,0.005903311,0.951348841,0.039786655,"['ErdoÄŸan', 'opposition CHP candidate Ä°nce', 'each other luck']"
210,Any new US sanctions on Iran violate resolution 2231,Mehr News Agency - English Version,NEUTRAL,0.008482572,0.980261326,0.010319437,"['Any new US sanctions', 'Iran']"
211,Amnesty calls on UK to keep human rights in Turkey a priority ahead of presidential visit,Amnesty International UK,NEUTRAL,0.018189814,0.929161847,0.049350154,"['Amnesty', 'UK', 'human rights', 'Turkey', 'a priority']"
212,"Poll sees Turkey's AK Party, allies winning parliament majority in June vote",Investing.com,NEUTRAL,0.003221049,0.995095134,0.001414104,"['Poll', 'Turkey', 'AK Party', 'allies', 'parliament majority']"
213,Erdogan: Trump declared 'economic war' by cancelling Iran deal,Middle East Monitor,NEUTRAL,0.002813308,0.897125602,0.097022757,"['Erdogan', 'Trump', 'economic war']"
214,Turkish President ErdoÄŸan to visit UK next week,Hurriyet Daily News,NEUTRAL,0.005619993,0.974938989,0.018231343,"['Turkish President ErdoÄŸan', 'UK']"
215,Six Candidates Compete for Turkey's June Presidential Elections,Al-Bawaba,NEUTRAL,0.003989551,0.992808461,0.002875575,"['Six Candidates Compete', 'Turkey', 'June Presidential']"
216,Names of Turkish presidential candidates announced,Trend News Agency,NEUTRAL,0.007003646,0.989287257,0.003331588,"['Names', 'Turkish presidential candidates']"
217,RSF launches campaign to protest Turkey's ErdoÄŸan during UK visit,Stockholm Center for Freedom,NEUTRAL,0.009093261,0.97454077,0.014995506,"['RSF', 'campaign', 'Turkey', 'ErdoÄŸan']"
218,Erdogan Challengers Decry Media Blackout Before Election,New Delhi Times,NEUTRAL,0.004266968,0.975366354,0.019144347,['Erdogan Challengers Decry Media Blackout']
219,Erdogan: The US will lose for withdrawing from Iran deal,Arutz Sheva,NEUTRAL,0.006100969,0.952730834,0.036999278,"['Erdogan', 'The US']"
220,Turkey's elections: the latest updates,TRT World,NEUTRAL,0.00563919,0.979677618,0.013635919,"['Turkey', 'elections']"
221,Picking Up the Pieces in Iran,Bloomberg,NEUTRAL,0.023071013,0.755120516,0.215136275,['the Pieces']
222,Demirtas praises opposition leader's 'solidarity',Rudaw,NEUTRAL,0.067573041,0.91294235,0.015724061,"['Demirtas', 'opposition leader', 'solidarity']"
223,Turkey opposition candidate visits jailed Kurdish leader,The Daily Star,NEUTRAL,0.01185585,0.981083214,0.006469211,['Turkey opposition candidate']
224,United States Will 'Lose' Over Iran Deal Pullout - Erdogan,ClickLancashire,NEUTRAL,0.003255737,0.928254366,0.066396944,"['United States Will', ""'Lose"", 'Iran Deal Pullout']"
225,Turkey: US decision on Iran deal to cause instability,Brinkwire (press release),NEUTRAL,0.007105198,0.96109587,0.029168693,"['Turkey', 'US decision', 'Iran deal']"
226,"Turkey to closely monitor United States sanctions on Iran, Presidential Spox KalÄ±n says","10,000 Couples",NEUTRAL,0.00208555,0.961723804,0.035210002,"['Turkey', 'United States sanctions', 'Iran', 'Presidential Spox KalÄ±n']"
227,ErdoÄŸan says 'US will be the one to lose' in quitting Iran deal,Yeni Å_afak English,NEUTRAL,0.008358525,0.831190467,0.154341578,"['ErdoÄŸan', 'the one']"
228,Thousands say 'that's enough' to Turkey's Erdogan on Twitter,sbDirtySouthSoccer,NEUTRAL,0.019573303,0.970579624,0.008681892,"['Thousands', 'Turkey', 'Erdogan']"
229,US First Side to Lose after Iran Deal Withdrawal: Erdogan,IFP News,NEUTRAL,0.007334497,0.920744658,0.066665374,"['US First Side', 'Iran Deal Withdrawal']"
230,President Erdogan marks Europe Day,Brinkwire (press release),NEUTRAL,0.024477366,0.912588179,0.059196595,['President Erdogan']
231,"After Argentina, watch out for Turkey's banks â€“ FT",Ahval,NEUTRAL,0.011440904,0.981667638,0.0061879,"['Argentina', 'Turkey', 'banks']"
232,"Russian strongman spoke to Erdogan 20 times, double that of other world leaders",The News International (blog),NEUTRAL,0.028020794,0.869487286,0.093622461,"['Russian strongman', 'Erdogan 20 times']"
233,Erdogan views Kosovo as a neo-Ottoman Vassal State,New Eastern Europe,NEUTRAL,0.00753672,0.989865363,0.002207171,"['Erdogan', 'Kosovo', 'a neo-Ottoman Vassal']"
234,Turkish President to Visit UK,The Speaker,NEUTRAL,0.005547741,0.973673701,0.019698003,['Turkish President']
